Targa,Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Data lav. F1,Cod. lavorazione - F2,Lavori - F2,Prezzo F2,Data lav. F2,Cod. lavorazione - F3,Lavori - F3,Prezzo F3,Data lav. F3,Cod. lavorazione - F4,Lavori - F4,Prezzo F4,Data lav. F4,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,CO2 catturata (kg/anno),O2 prodotto (kg/anno)
AD084AD,ALB_385,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8269,Celtis australis,,38.13740764,13.32025578,9,0.25,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,20.87,55.14
AD085AD,ALB_386,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8274,Platanus × hispanica,,38.13743275,13.32036555,14.46,0.45,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,114.98,303.84
AD086AD,ALB_387,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8244,Platanus × hispanica,,38.13745759,13.32047085,17.94,0.48,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,127.61,337.21
AD087AD,ALB_388,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8246,Platanus × hispanica,,38.13750924,13.32069155,18.78,0.49,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,113.01,298.63
AD088AD,ALB_389,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8255,Platanus × hispanica,,38.13768265,13.32143152,17.94,0.57,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,162.02,428.14
AD089AD,ALB_390,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8420,Platanus × hispanica,,38.13772741,13.32162419,11.67,0.35,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,79.7,210.59
AD090AD,ALB_391,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8415,Platanus × hispanica,,38.13775227,13.32173153,12.31,0.36,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,70.82,187.13
AD091AD,ALB_392,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8408,Platanus × hispanica,,38.13777917,13.32184067,11.29,0.3,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,64.35,170.04
AD092AD,ALB_393,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8424,Platanus × hispanica,,38.13785193,13.32215204,17.56,0.54,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,150.68,398.18
AD093AD,ALB_394,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8399,Platanus × hispanica,,38.13787631,13.32226066,19.92,0.58,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,145.01,383.18
AD094AD,ALB_395,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8412,Platanus × hispanica,,38.13790308,13.32236998,15.04,0.35,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,81.19,214.53
AD095AD,ALB_396,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8387,Platanus × hispanica,,38.13792766,13.3224796,14.55,0.44,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,97.04,256.44
AD096AD,ALB_397,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8411,Platanus × hispanica,,38.13795261,13.32259024,15.59,0.5,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,133.34,352.35
AD097AD,ALB_398,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8395,Platanus × hispanica,,38.13800065,13.32279257,10.64,0.26,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,52.63,139.07
AD098AD,ALB_399,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8382,Platanus × hispanica,,38.13810681,13.32323979,12.4,0.33,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,61.6,162.76
AD099AD,ALB_400,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8388,Platanus × hispanica,,38.13816025,13.32347405,14.93,0.35,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,68.4,180.76
AE000AE,ALB_401,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8383,Platanus × hispanica,,38.13818063,13.32355992,14.86,0.46,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,120.24,317.73
AE001AE,ALB_402,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8429,Platanus × hispanica,,38.13783094,13.32206669,15.89,0.38,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,89.67,236.95
AE002AE,ALB_403,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8431,Platanus × hispanica,,38.13780361,13.32195005,15.17,0.53,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,125.85,332.56
AE003AE,ALB_404,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8447,Platanus × hispanica,,38.13820561,13.32366363,2.06,-,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,-,-
AE004AE,ALB_405,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8437,Platanus × hispanica,,38.13825837,13.32388956,14.2,0.37,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,87.47,231.14
AE005AE,ALB_406,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8433,Platanus × hispanica,,38.13830579,13.32409544,14.37,0.4,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,95.86,253.3
AE006AE,ALB_407,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8423,Platanus × hispanica,,38.13840874,13.32453284,17.3,0.48,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,128.13,338.59
AE007AE,ALB_408,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8413,Platanus × hispanica,,38.13846022,13.32475139,13.9,0.48,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,110.08,290.89
AE008AE,ALB_409,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8394,Platanus × hispanica,,38.13848435,13.32485923,15.65,0.44,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,95.43,252.18
AE009AE,ALB_410,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8389,Platanus × hispanica,,38.13851032,13.32496892,14.31,0.4,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,96.18,254.16
AE010AE,ALB_411,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8398,Platanus × hispanica,,38.13853589,13.32507735,15.91,0.46,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,118.1,312.08
AE011AE,ALB_412,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8418,Platanus orientalis,,38.1385603,13.32518683,17.03,0.46,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,153.06,404.47
AE012AE,ALB_413,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8385,Platanus × hispanica,,38.13858573,13.32529598,14.17,0.35,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,68.63,181.34
AE013AE,ALB_414,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8400,Platanus × hispanica,,38.13860928,13.3253922,10.11,0.33,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,63.45,167.66
AE014AE,ALB_415,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8403,Platanus × hispanica,,38.13864938,13.32556571,8.54,0.31,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,56.6,149.56
AE015AE,ALB_416,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8466,Platanus × hispanica,,38.13833401,13.3242036,4.79,0.06,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,2.59,6.85
AE016AE,ALB_417,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8381,Platycladus orientalis,,38.13878275,13.32623771,2.43,-,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,-,-
AE017AE,ALB_418,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8410,Celtis australis,,38.13881246,13.32625,7.79,0.34,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,25.69,67.88
AE018AE,ALB_419,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8457,Celtis australis,,38.13883722,13.326357,5.75,0.16,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,14.97,39.55
AE019AE,ALB_420,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8417,Platanus × hispanica,,38.13886115,13.32645846,7.54,0.17,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,29.07,76.81
AE020AE,ALB_421,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8442,Platanus × hispanica,,38.13888569,13.32656874,7.86,0.21,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,33.34,88.11
AE021AE,ALB_422,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8414,Robinia pseudoacacia,,38.13893677,13.32677169,11.14,0.42,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,211.3,558.37
AE022AE,ALB_423,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8421,Platanus × hispanica,,38.13896141,13.32688673,8.8,0.24,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,29.26,77.32
AE023AE,ALB_424,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8678,Platanus × hispanica,,38.13898652,13.32699722,11.2,0.44,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,113.11,298.9
AE024AE,ALB_425,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8676,Platanus × hispanica,,38.13902418,13.32715731,10.57,0.31,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,56.15,148.36
AE025AE,ALB_426,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8691,Celtis australis,,38.13907685,13.32737495,7.91,0.24,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,19.98,52.8
AE026AE,ALB_427,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8690,Platanus × hispanica,,38.139102,13.32748555,8.8,0.27,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,55.31,146.15
AE027AE,ALB_428,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8680,Platanus × hispanica,,38.1391267,13.32759144,11.71,0.2,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,36.65,96.85
AE028AE,ALB_429,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8663,Platanus × hispanica,,38.13915132,13.32770186,10.55,0.31,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,57.56,152.09
AE029AE,ALB_430,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8698,Ficus benjamina,,38.13922872,13.32802408,8.36,0.19,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,83.29,220.08
AE030AE,ALB_431,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8741,Platanus × hispanica,,38.13925306,13.3281331,10.6,0.2,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,31.41,82.99
AE031AE,ALB_432,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8682,Platanus × hispanica,,38.13927963,13.32824615,8.52,0.17,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,24.66,65.16
AE032AE,ALB_433,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8665,Celtis australis,,38.13938745,13.32871561,9.34,0.32,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,25.62,67.71
AE033AE,ALB_434,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8700,Platanus × hispanica,,38.13943969,13.32892997,11.74,0.38,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,89.9,237.57
AE034AE,ALB_435,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8644,Platanus × hispanica,,38.13978432,13.33023943,10.37,0.29,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,39.2,103.59
AE035AE,ALB_436,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8667,Schinus molle,,38.13984014,13.33035537,10.8,-,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,-,-
AE036AE,ALB_437,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8650,Schinus molle,,38.13994846,13.33046917,10.2,0.64,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,5.49,14.49
AE037AE,ALB_438,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8656,Schinus molle,,38.1400714,13.33057463,11,0.62,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,7.02,18.54
AE038AE,ALB_439,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8669,Schinus molle,,38.13973785,13.3301743,11.27,0.76,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,10.45,27.6
AE039AE,ALB_440,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8679,Celtis australis,,38.1396524,13.32983757,9.15,0.35,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,27.51,72.69
AE040AE,ALB_441,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8685,Schinus molle,,38.13988732,13.3304216,9.16,0.32,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,96.81,255.82
AE041AE,ALB_442,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8687,Schinus molle,,38.14000503,13.33052337,8.72,0.58,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,4.88,12.9
AE042AE,ALB_443,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8699,Platanus × hispanica,,38.13962691,13.32972981,8.69,0.23,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,37.23,98.38
AE043AE,ALB_444,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8720,Celtis australis,,38.139591,13.3301154,3.19,0.06,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,7.63,20.15
AE044AE,ALB_445,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8737,,,38.13960786,13.33017332,3.83,0.04,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,-,-
AE045AE,ALB_446,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8689,Platanus × hispanica,,38.13945897,13.32901816,10.26,0.29,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,50.78,134.19
AE046AE,ALB_447,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8655,Celtis australis,,38.13948022,13.32910454,8.72,0.37,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,28.39,75
AE047AE,ALB_448,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8686,Platanus × hispanica,,38.13952469,13.32929698,14.57,0.37,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,86.24,227.89
AE048AE,ALB_449,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8693,Platanus × hispanica,,38.13954952,13.32940284,12.28,0.29,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,50.79,134.2
AE049AE,ALB_450,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8701,Platanus × hispanica,,38.13957548,13.32951368,8.24,0.19,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,33.41,88.27
AE050AE,ALB_451,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8696,Platanus × hispanica,,38.13960054,13.3296224,11.63,0.22,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,34.63,91.52
AE051AE,ALB_452,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8487,Platanus × hispanica,,38.13536987,13.31429433,12.86,0.39,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,94.69,250.22
AE052AE,ALB_453,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8494,Platanus × hispanica,,38.13546281,13.31451601,7.67,0.13,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,11.65,30.78
AE053AE,ALB_454,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8504,Platanus × hispanica,,38.13552659,13.31465956,12.57,0.26,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,53.13,140.4
AE054AE,ALB_455,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8533,Platanus × hispanica,,38.1356036,13.31483882,7.57,0.24,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,46.31,122.38
AE055AE,ALB_456,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8499,Platanus × hispanica,,38.13564337,13.31493736,15.35,0.31,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,67.86,179.32
AE056AE,ALB_457,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8501,Platanus × hispanica,,38.13576377,13.31521968,14.6,0.43,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,107.05,282.88
AE057AE,ALB_458,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8488,Platanus × hispanica,,38.13581962,13.31534765,11.1,0.31,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,67.38,178.04
AE058AE,ALB_459,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8519,Celtis australis,,38.13589952,13.31553411,10.08,0.3,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,23.26,61.46
AE059AE,ALB_460,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8495,Platanus × hispanica,,38.13594994,13.31565098,16.08,0.53,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,145.17,383.6
AE060AE,ALB_461,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8491,Platanus × hispanica,,38.13602594,13.31582915,15.3,0.44,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,110.85,292.92
AE061AE,ALB_462,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8502,Platanus × hispanica,,38.13609913,13.31600294,15,0.38,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,90.81,239.97
AE062AE,ALB_463,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8506,Platanus × hispanica,,38.13618734,13.31620963,12.8,0.39,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,94.3,249.2
AE063AE,ALB_464,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8493,Platanus × hispanica,,38.13635303,13.31659661,18.58,0.61,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,180.23,476.25
AE064AE,ALB_465,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8271,Platanus × hispanica,,38.13647921,13.3168915,17.49,0.52,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,142.21,375.8
AE065AE,ALB_466,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8299,Platanus × hispanica,,38.13653056,13.31701135,6.75,0.16,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,26.05,68.82
AE066AE,ALB_467,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8267,Platanus × hispanica,,38.13665034,13.31729536,15.48,0.48,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,126.06,333.1
AE067AE,ALB_468,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8280,Platanus × hispanica,,38.13668931,13.31739429,12.23,0.39,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,94.64,250.09
AE068AE,ALB_469,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8284,Platanus × hispanica,,38.13676507,13.31761092,12.05,0.36,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,84.93,224.43
AE069AE,ALB_470,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8245,Celtis australis,,38.13685052,13.317897,10.04,0.32,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,24.39,64.46
AE070AE,ALB_471,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8275,Platanus × hispanica,,38.13690036,13.31809617,14.15,0.38,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,88.75,234.51
AE071AE,ALB_472,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8242,Platanus × hispanica,,38.13692196,13.31818316,16.69,0.45,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,98.44,260.12
AE072AE,ALB_473,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8589,Nerium oleander,,38.13469935,13.31303628,3.35,0.04,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,10.57,27.93
AE073AE,ALB_474,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8509,Celtis australis,,38.13457635,13.31306191,5.68,0.18,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,17.05,45.04
AE074AE,ALB_475,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8574,Handroanthus heptaphyllus,,38.13473072,13.31311169,3.55,0.08,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,49.18,129.96
AE075AE,ALB_476,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8489,Platanus × hispanica,,38.134614,13.31314827,14.4,0.43,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,109.67,289.8
AE076AE,ALB_477,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8583,Handroanthus heptaphyllus,,38.13477185,13.31320706,2.92,0.04,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,26,68.7
AE077AE,ALB_478,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8539,Handroanthus heptaphyllus,,38.13480573,13.31328588,3.34,0.04,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,24.88,65.75
AE078AE,ALB_479,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8537,Tabebuia rosea,,38.13484906,13.31338907,3.91,0.04,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,9.32,24.62
AE079AE,ALB_480,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8526,,,38.13488298,13.31346883,3.85,0.05,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,19.82,52.36
AE080AE,ALB_481,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8555,Tabebuia rosea,,38.13491923,13.31354983,3.85,0.04,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,8.45,22.33
AE081AE,ALB_482,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8505,Platanus × hispanica,,38.13481646,13.3136224,13.91,0.48,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,128.57,339.74
AE082AE,ALB_483,Viale Michelangelo,28160,2917,17/11/2025,Greehill,8546,Handroanthus heptaphyllus,,38.13496383,13.31366024,3.84,0.05,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,28.89,76.32
AE083AE,ALB_484,Viale Michelangelo,28160,2917,17/11/2025,Greehill,7944,Platanus × hispanica,,38.13046273,13.30349448,14.52,0.37,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,73.32,193.75
AE084AE,ALB_485,Viale Michelangelo,28160,2917,17/11/2025,Greehill,7945,Celtis australis,,38.13050771,13.30356687,8.55,0.19,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,17.12,45.24
AE085AE,ALB_486,Viale Michelangelo,28160,2917,17/11/2025,Greehill,7939,Platanus × hispanica,,38.1305512,13.30364798,13.04,0.3,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,54.93,145.15
AE086AE,ALB_487,Viale Michelangelo,28160,2917,17/11/2025,Greehill,7942,Celtis australis,,38.13058789,13.30373446,8.19,0.24,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,20.09,53.09
AE087AE,ALB_488,Viale Michelangelo,28160,2917,17/11/2025,Greehill,7952,Platanus × hispanica,,38.13062357,13.30381891,9.94,0.19,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,27.14,71.7
AE088AE,ALB_489,Viale Michelangelo,28160,2917,17/11/2025,Greehill,7935,Platanus × hispanica,,38.13075499,13.30412859,10.04,0.26,,,,,,,,,,,,,,,,,,,,,,Cruillas,Cruillas - S.Giovanni Apostolo,VI,44.99,118.87
